Key,Description,Standard,EN,JP,SP,RS,FR,GR
SAY.Standard.5433.王亚茹,,（계속 깜빡이잖아. 전기가 불안정한가?）,(Using an old lamp like that? I can hardly see the road.),,,,,
SAY.Standard.5432.王亚茹,,（학교는 왜 수리를 안 하지.）,"(Now even worse, it's flashing.)",,,,,
SAY.Standard.5431.王亚茹,,（매년 성적이 안 되는 애들이 거액의 후원금을 내고 입학하는데 말야!）,"(Each year, students who don't get enough score need to pay a large amount of money to get here)",,,,,
SAY.Standard.5430.王亚茹,,（그런 돈을 다 어디 쓰는지 모르겠다.）,(I wonder where did they spend the money.),,,,,
SAY.Standard.4973.王亚茹,,（수영장이 본관 건물 바로 옆에 있어 좋다.）,"(That's the main building, next to it is the swimming pool, pretty convenient to go swimming after class.)",,,,,
SAY.Standard.5437.王亚茹,,（바보 같은 소문만 아니면 종일 물속에 있고 싶다.）,(I would rather stay there in the water the whole time if not those stupid rumors.),,,,,
SAY.Standard.5436.王亚茹,,（하지만 낮에는 사람이 너무 많다.）,"(But there are a lot of people playing inside during the daytime,)",,,,,
SAY.Standard.5435.王亚茹,,"（이렇게 많이들 이용하는데, 이상한 소문은 곧 사라질 거야.）",(the rumors shall die soon.),,,,,
SAY.Standard.4983.王亚茹,,（윽! 무슨 냄새지?） {vpunch=30},(Ugh! What's the smell?) {vpunch=30},,,,,
SAY.Standard.5455.王亚茹,,（화단에서 난다.）,(From the bushes.),,,,,
SAY.Standard.5454.王亚茹,,（늦은 시각이니 쓰레기는 청소했을 텐데!）,"(It's late, the garbage should have been cleaned up!)",,,,,
SAY.Standard.5059.王亚茹,,（반대편은 참 어둡다!）,(That side is so dark!),,,,,
SAY.Standard.5483.王亚茹,,"（이상하네, 다들 잠든 건가?）","(Hum, is everyone asleep?)",,,,,
SAY.Standard.5484.王亚茹,,（저쪽 건물엔 불이 거의 안 들어와.）,(The whole building is black...maybe their power is off...),,,,,
SAY.Standard.5068.王亚茹,,（복사한 열쇠는 첫 번째 서랍에 숨겨뒀다.）,(The duplicated key to the pool is in the first drawer.),,,,,
SAY.Standard.5485.王亚茹,,（이제 아무한테도 빌려주면 안 돼!）,(Shouldn't lend it to anyone anymore),,,,,
SAY.Standard.5079.王亚茹,,（하하.）,"(Haha,)",,,,,
SAY.Standard.5489.王亚茹,,（메달만이 위안을 주는구나.）,(Only these shiny medals could comfort me.),,,,,
SAY.Standard.5488.王亚茹,,（공부를 아무리 해도 성적은 오르지 않는걸.）,"(No matter how hard I work, my grades are still at the bottom,)",,,,,
SAY.Standard.5487.王亚茹,,（노력에 답하는 건 수영뿐이야.）,(my effort only pays out in swimming),,,,,
SAY.Standard.5486.王亚茹,,（장래에 올림픽에 참가하는 게 내 꿈이야.）,(My dream is to participate in the Olympics in the future.),,,,,
SAY.Standard.5089.王亚茹,,（내 사랑 침대여!）,"(Oh, my bed!)",,,,,
SAY.Standard.5493.王亚茹,,（너만이 진정한 내 안식처로구나.）,(you are my shelter against depression.),,,,,
SAY.Standard.5492.王亚茹,,（걱정에서 벗어나 잠으로 이끌어다오!）,(Please take me away!),,,,,
SAY.Standard.5219.,,"1915년 설립된 디링잉 고등학교는, ","DiYingLing High School, founded in 1915,",,,,,
SAY.Standard.5222.,,Z시의 1위 고교로 \n 졸업률은 91%에 달하고 \n 그중 51%는 유명 대학에 입학한다.,"The number one key high school in City Z,  \n has an average graduation rate of 91%, \n within them, 51% going to key universities.",,,,,
SAY.Standard.5221.,,모두가 꿈꾸는 학교다.,This is the school everyone dream of.,,,,,
SAY.Standard.5387.,,그러나 입학 시험 또한 까다로워 \n 지역에서 입학하기 가장 어려운 학교로 꼽힌다.,"However, \n the enrollment is also the hardest among all the middle schools in the city.",,,,,
SAY.Standard.5223.,,우리 이야기는 여기서 시작된다…,Our story starts here. . .,,,,,
SAY.Standard.5393.,,,,,,,,
SAY.Standard.5401.王亚茹,,（책상에 꽃다발이 보인다.）,(There is a bouquet of flowers in the desk.),,,,,
SAY.Standard.5402.王亚茹,,（이런 낭만적인 게 우리 학교에 있다니.）,"(Such a romantic thing does not appear in this school, )",,,,,
SAY.Standard.5413.王亚茹,,（선생님이 알면 치우라고 할 텐데.）{vpunch=30},"(Hope the teacher won't find out, otherwise it will be over.) {vpunch=30}",,,,,
SAY.Standard.5403.王亚茹,,"（들키면 선생님을 위한 꽃이라고 하면 되겠지, 하하!）","(In that way, he could just say it is for the teacher, hahahaha!)",,,,,
SAY.Standard.5443.王亚茹,,（방금 잔디밭에 뭐가 뛰어갔어!）,(Something ran into the grass!),,,,,
SAY.Standard.5452.王亚茹,,（깜짝이야!）{vpunch=30},(Scare the heck out of me!) {vpunch=30},,,,,
SAY.Standard.5451.王亚茹,,"（음, 저기로 가면 안 되겠다.）","(Um, I would rather not go there.)",,,,,
SAY.Standard.5453.王亚茹,,（뭔가에 물리면 큰일이잖아!）,(What if it bites me!),,,,,
SAY.Standard.5473.王亚茹,,（아늑한 집에는 식물이 있어야지.）,"(I need some plants in the room, feels like hom.)",,,,,
SAY.Standard.5481.王亚茹,,（스킨답서스가 딱이야.）,(A pothos will do the trick.),,,,,
SAY.Standard.5482.王亚茹,,（마지막으로 물을 준 게 언제였지?）,(When was the last time I watered it?),,,,,
SAY.Standard.5538.王亚茹,,（어이!{vpunch=30}）,(Hey! {vpunch=30}),,,,,
SAY.Standard.5539.王亚茹,,（확 얼굴 한 대 치고 싶네!）,(I'm sitting right here! I should give her a slap in the face! ),,,,,
SAY.Standard.5540.王亚茹,,（아냐! 참아야지.）,"(No, no, not this time.)",,,,,
SAY.Standard.5541.王亚茹,,（평가에 안 좋은 영향을 줄 테니.）,"(that will affect my evaluation in this school, )",,,,,
SAY.Standard.5542.王亚茹,,（이 학교 들어오는 게 얼마나 힘들었는데.）,"(This high school is really hard to get in, I shall cherish what I already have )",,,,,
SAY.Standard.5569.王亚茹,,（생물 시간에 쓴 모형이 남아 있다…）,(The biology teacher left the model here...),,,,,
SAY.Standard.5580.王亚茹,,（플라스틱에 불과한 건 알지만…）,"(I know it's just a model, making of plastic...)",,,,,
SAY.Standard.5579.王亚茹,,（그래도 보는 게 좀 불편해.）,"(But still a bit uncomfortable looking at it at night,)",,,,,
SAY.Standard.5578.王亚茹,,（저 눈이 마치 날 바라보는 것 같아.）,(I feel it is looking at me...),,,,,
SAY.Standard.5600.王亚茹,,（에…）,(Errr...),,,,,
SAY.Standard.5622.王亚茹,,（쟤들 옆으로 가긴 싫으니 뒷문으로 가자!）,"(I don't want to go past them, I will take the back door!)",,,,,
SAY.Standard.5614.王亚茹,,（꽃은 사라졌다.）,(The flowers are gone.),,,,,
SAY.Standard.5667.王亚茹,,（누가 책상에 줄을 긋고 또 그었다.）,(There is a line written by pencil on the desktop and then crossed.),,,,,
SAY.Standard.5666.王亚茹,,（하지만 ‘팡 바보’라고 썼던 걸 알아볼 수 있다.）,"(But you can still tell, it wrote [Fangfang I hate you],)",,,,,
SAY.Standard.5665.王亚茹,,（고백했다 차였나 보다.）,"(Well, that guy was probably turned down.)",,,,,
SAY.Standard.5664.王亚茹,,（연애가 스트레스의 탈출구일 수도 있지.）,(Sometimes love is a way to deal with pressure),,,,,
SAY.Standard.5663.王亚茹,,（그래도 고백을 안 받아 줬다고 남을 미워하면 안 돼.）,(I totally understand.But you don't have to hate people for not saying yes.),,,,,
SAY.Standard.5630.王亚茹,,（아! 지도가 게시판처럼 됐네.）,(Ah! Now the map is becoming a message board!),,,,,
SAY.Standard.5645.王亚茹,,（‘공부만 하고 놀지 않으면 바보가 된다.’）,([All work and no play makes jack a dull boy]),,,,,
SAY.Standard.5643.王亚茹,,"（하하, 맞는 말이야!）","(Yep, I agree!)",,,,,
SAY.Standard.5642.王亚茹,,"（‘내 사랑 자오커, 다른 여자한테 말 걸지 마!’）","([Ke, my love, please don't talk to other girls!])",,,,,
SAY.Standard.5641.王亚茹,,（역겹게 하트까지 그렸어!） {vpunch=30},"(A heart was drawn below, ewww! ) {vpunch=30}",,,,,
SAY.Standard.5646.王亚茹,,（줄을 그은 말이 있어. ‘오늘 밤 수영장에서 기다릴게. 꼭 와!’）,"(A small line written down [I am waiting for you in the swimming pool tonight, do come, please!])",,,,,
SAY.Standard.5647.王亚茹,,（한심해!）,(Stupid joke!),,,,,
SAY.Standard.5655.王亚茹,,（지난주 영어 시험에서 친은 55점을 받았다.）,(Qin only got 55 out of 100 in her English test last week),,,,,
SAY.Standard.5671.王亚茹,,（웨의 수학 성적은 40점.）,(Yue had 40 in her Math test .),,,,,
SAY.Standard.5670.王亚茹,,（어떻게 이 학교에 입학한 거야.）,(And you are calling yourself a 'good student'),,,,,
SAY.Standard.5669.王亚茹,,（적어도 난 영어 61점 받았어!）,(At least I had 61 in my english test!),,,,,
SAY.Standard.5668.王亚茹,,（게다가 용돈은 어디다 쓰려고?）,"(Besides, what do you need pocket money for?)",,,,,
SAY.Standard.5673.王亚茹,,（간식 계속 사 먹으면 더 뚱뚱해질걸!） {vpunch=30},(More snacks? You are so close to an elephant!) {vpunch=30},,,,,
SAY.Standard.5672.王亚茹,,（여기서 나가야겠어!）,(I'm out of here!!),,,,,
SAY.Standard.6622.王亚茹,,（마침내 나왔다.）,(Finally out.),,,,,
SAY.Standard.5802.李琴,,진정해!,"Relax, don't make any trouble, girl!",,,,,
SAY.Standard.5801.肖月,,……,……,,,,,
SAY.Standard.5820.李琴,,그애가 어제 네 생일에는 왔니?,"So, did he show up yesterday on your birthday party?",,,,,
SAY.Standard.5821.肖月,,아니…,Nope.,,,,,
SAY.Standard.5822.李琴,,그럴 줄 알았어.,I knew it!,,,,,
SAY.Standard.5825.李琴,,걔가 어디가 그렇게 좋은 거야.,"I just don't get it,",,,,,
SAY.Standard.5824.李琴,,왜 다들 끌리는 거지?,how come you girls all so fascinated by him?,,,,,
SAY.Standard.5823.肖月,,그야 스마트하고 귀엽잖아.,"Well, he is smart, he is cute,",,,,,
SAY.Standard.5826.肖月,,스포츠도 잘하고. 못하는 게 없잖아?,"and he is good at sports, what's not good about him?",,,,,
SAY.Standard.5827.李琴,,"그래, 알았다 알았어!","Ok, ok, I get it, he is your prince charming!",,,,,
SAY.Standard.5793.王亚茹,,（매일 연애 생각이나 하고.）,"(Thinking about guys all the time,)",,,,,
SAY.Standard.5828.王亚茹,,（입학은 어떻게 했는지 몰라!）,(No wonder you don't get good grade!),,,,,
SAY.Standard.5810.王亚茹,,（유리에 손가락으로 그린 듯한 흔적이 있다.）,"(There are some blur marks on the glass, probably drew by fingers,)",,,,,
SAY.Standard.5835.王亚茹,,（물 위에 손을 그렸고 옆에 뭔가를 썼어.）,"(Looks like a hand on top of the water, and a line is written next to it)",,,,,
SAY.Standard.5834.王亚茹,,（‘물속은 너무 추워요. 들어와 함께할래요?’）,"(""It's so cold in the water, I'm lonely, could you come down?"")",,,,,
SAY.Standard.5833.王亚茹,,（음… 무슨 소설인가?）,(What's this...some novel plot?),,,,,
SAY.Standard.5836.王亚茹,,（소름이 돋는다…）,( A shiver ran down my spine...),,,,,
SAY.Standard.5860.王亚茹,,（난 뭘 하고 있는 거지?!）,(What am I doing!?),,,,,
SAY.Standard.5870.王亚茹,,（들어가고 싶지 않아!）,(I don't want to go in anymore!),,,,,
SAY.Standard.5929.王亚茹,,{vpunch=30}세상에! 그 고양이…,{vpunch=30}What? No! That cat is still...,,,,,
SAY.Standard.5930.王亚茹,,아직도 있네!,there...,,,,,
SAY.Standard.5931.王亚茹,,머리가 사라진 채로.,With its head gone...,,,,,
SAY.Standard.5932.王亚茹,,어떤 동물이 잡아 찢은 것처럼.,Looks like was torn off by some animal.,,,,,
SAY.Standard.5933.王亚茹,,{vpunch=30}역겨워!,{vpunch=30}Gross!,,,,,
MENU.Standard.5938,,최근의 압박에서 벗어나려면 수영이 좋겠어!,I need swimming to release me from all those pressure!,,,,,
MENU.Standard.5939,,냄새가 메스껍다. 오늘은 연습 못 해.,"The smell makes me sick, I can't do it today.",,,,,
SAY.Standard.5963.王亚茹,,（뭔가 소리가 들려.）,"(I can hear some noise there,)",,,,,
SAY.Standard.6068.王亚茹,,（둥지 짓는 동물이 있는 건가?）,(Is there some animals working on a nest?),,,,,
SAY.Standard.5976.王亚茹,,（상급생들이 아직 자습하고 있어.）,(The seniors are still studying!),,,,,
SAY.Standard.6066.王亚茹,,（피곤하지도 않나!）,(Don't they feel tired or bored?),,,,,
SAY.Standard.6065.王亚茹,,（내년에는 나도 저렇게 될까? 끔찍해.）,(Are we going to be like them next year? Horrible. ),,,,,
SAY.Standard.6067.王亚茹,,（저렇게 살아서 뭐 해?）,(What's the meaning to live like that?),,,,,
SAY.Standard.5990.王亚茹,,（아무도 가로등을 수리하지 않는다.）,(No one comes to repair the lamp.),,,,,
SAY.Standard.5991.王亚茹,,（계속 깜빡거린다…）,(It keeps flashing...),,,,,
SAY.Standard.6005.王亚茹,,（참 무성하다! 왜 불안한 기분이 들까?）,"(The foliage was in its utmost luxuriance, but in darkness, it looks like a furry monster.)",,,,,
SAY.Standard.6059.王亚茹,,（오늘은 달도 없어. 내일 비가 오려나?）,"(No moon tonight, will it rain tomorrow?)",,,,,
SAY.Standard.6049.王亚茹,,（누가 쓰레기통을 흉하게 여기 뒀담!）,(Why do they put a trash can here?),,,,,
SAY.Standard.6069.王亚茹,,{vpunch=30}（아! 뭐야 이 악취…）,"{vpunch=30} (Ewww, what smell...)",,,,,
SAY.Standard.6089.王亚茹,,（집 도착!）,"(I'm home, finally! )",,,,,
SAY.Standard.6101.王亚茹,,（커튼을 쳐야 할까?）,(Shall I close the curtains?),,,,,
SAY.Standard.6197.王亚茹,,（검은 창밖이 조금 무섭다.）,(The black windows give me the creeps.),,,,,
SAY.Standard.6113.王亚茹,,（책을 읽으면 읽을수록 더 이해가 안 돼.）,"(That's not fair, the more I read, the less I understand!)",,,,,
SAY.Standard.6200.王亚茹,,（이 학교 들어올 정도는 아니어도 중학교 때 성적은 나쁘지 않았다고!）,"(I know I can't get into this high school without my swimming skills, but my grades were not that bad back before!)",,,,,
SAY.Standard.6199.王亚茹,,（어쩌다 이렇게 밑바닥이 됐지?）,(How come I never catch up with the others?),,,,,
SAY.Standard.6198.王亚茹,,（상위권은 못 가도 중하위권이라도 유지하자.）,"(Average is fine for me, but now, I'm kind of at the bottom.)",,,,,
SAY.Standard.6202.王亚茹,,（친구들이 나 보고 근육이 머리보다 발달했다고 하는 건 싫어.）,(They think I've got all muscles over brains),,,,,
SAY.Standard.6201.王亚茹,,"（스포츠도 힘들지만, 한번 해보자.）",(That's definitely not what I wanted.),,,,,
SAY.Standard.6124.王亚茹,,（아.）,(Gee!),,,,,
SAY.Standard.6125.王亚茹,,（메달만이 위안을 주는구나.）,(Only these shiny medals could comfort me.),,,,,
SAY.Standard.6126.王亚茹,,（공부를 아무리 해도 성적은 오르지 않는걸.）,"(No matter how hard I work, my grades are still at the bottom,)",,,,,
SAY.Standard.6127.王亚茹,,（노력에 답하는 건 수영뿐이야.）,(my effort only pays out in swimming),,,,,
SAY.Standard.6128.王亚茹,,（장래에 올림픽에 참가하는 게 내 꿈이야.）,(My dream is to participate in the Olympics in the future.),,,,,
SAY.Standard.6138.王亚茹,,（상태가 안 좋네.）,"(Ah, you don't look good,)",,,,,
SAY.Standard.6191.王亚茹,,"（물은 잘 줬는데, 햇빛이 부족한가?）","(I did water you this morning, maybe you need more sunshine?)",,,,,
SAY.Standard.6190.王亚茹,,（식물은 기운에 민감하다던데.）,"(I heard that plants are very sensitive to aura,)",,,,,
SAY.Standard.6192.王亚茹,,（내 우울한 기운이 나쁜 영향을 줬을까?）,(Could it be my recent bad luck that had a negative effect on it?),,,,,
SAY.Standard.6151.王亚茹,,（오늘은 악몽을 안 꾸면 좋겠다.）,"(No more nightmares today, I hope.)",,,,,
SAY.Standard.6188.王亚茹,,（전에는 나도 긍정적인 사람이었는데.）,"(I have always been a positive person,)",,,,,
SAY.Standard.6187.王亚茹,,（하지만 이 학교 입학 후 자신감이 사라졌어.）,"(but since I entered this school, all my confidence were gone.)",,,,,
SAY.Standard.6186.王亚茹,,（쓸모없는 사람이 된 기분이야.）,(I feel useless for the first time.),,,,,
SAY.Standard.6189.王亚茹,,（용의 꼬리가 되느니 뱀의 머리가 되라는 말도 있는데…）,(I am afraid I won't be able to graduate from here.),,,,,
SAY.Standard.6332.王亚茹,,（웨… 대체 넌 뭐가 문제니.）,"(Yue,what's your problem?)",,,,,
SAY.Standard.6336.王亚茹,,（네가 좋아하는 남자가 널 안 좋아한다고 날 비난하다니.）,"(The guy you are hitting on has no interest on you, and you are blaming me for it?)",,,,,
SAY.Standard.6335.王亚茹,,（어쩌다 그렇게 그 지경이 됐니?）{vpunch=30},(How come you being so mean?) {vpunch=30},,,,,
SAY.Standard.6334.王亚茹,,（오늘도 최악이다. 머리가 아픈데 떠드는 소리까지 들어야 해.）,"(Really a shitty day for me, I'm having a terrible headache, and I have to listen to her shit!)",,,,,
SAY.Standard.6337.王亚茹,,（하지만 미안은 항상 열심히 연습하지!）,(Mian is working hard!),,,,,
SAY.Standard.6333.王亚茹,,（나도 연습을 멈추면 안 돼!）{vpunch=30},(I also need to do more training!) {vpunch=30},,,,,
SAY.Standard.6317.王亚茹,,（교실은 이런 걸로 가득하다.）,"(The classroom is filled with these things,)",,,,,
SAY.Standard.6348.王亚茹,,（압박으로 숨을 쉴 수가 없어.）,"(It's so crowded that I can't even breathe,)",,,,,
SAY.Standard.6347.王亚茹,,（드물게 교실이 조용한 때가 됐다.）,"(It's quiet now, finally.)",,,,,
SAY.Standard.6349.王亚茹,,（하지만 연습을 해야 한다.）,(But it's training time.),,,,,
MENU.Standard.6322,,오늘은 꼭 연습해야 해!,I must go training today!,,,,,
MENU.Standard.6323,,"연습해야 하지만, 머리가 아파!","Well, I should go today, but my head hurts!",,,,,
SAY.Standard.6355.王亚茹,,（종일 칠판을 쳐다봤다.）,"(I've been staring at the blackboard for the whole day,)",,,,,
SAY.Standard.6413.王亚茹,,（더는 보고 싶지 않아!）,(do not want to see it anymore.),,,,,
SAY.Standard.6368.王亚茹,,（칼로 여러 번 긁힌 책상.）,"(Several scratches on the desk top, cut by a knife, I guess)",,,,,
SAY.Standard.6418.王亚茹,,（그렇게나 싫었나…）,(He still hates that girl so much?),,,,,
SAY.Standard.6417.王亚茹,,（저렇게 한 애는 교무실에 끌려갔다고 했다.）,(Poor desk...I heard the guy was summoned to the office by our teacher this afternoon.),,,,,
SAY.Standard.6416.王亚茹,,（하하.）,(Ha ha.),,,,,
SAY.Standard.6383.王亚茹,,（지도에 써 있는 글이 많아졌다.）,"(More comments on the map,)",,,,,
SAY.Standard.6422.王亚茹,,（너무 작아서 읽기 어렵다.）,"(The words are getting smaller and smaller,)",,,,,
SAY.Standard.6421.王亚茹,,（요즘 눈이 불편한 것 같아.）,"(Don't really want to read them, my eyes are dry these days...)",,,,,
SAY.Standard.6402.王亚茹,,（잠긴 노트다.）,"(A locked notebook,)",,,,,
SAY.Standard.6426.王亚茹,,（짝사랑의 기록이겠지.）,(little girl's stuff),,,,,
SAY.Standard.6425.王亚茹,,（나와는 거리가 먼 취미.）,"(Love dairy, I assume)",,,,,
SAY.Standard.6469.王亚茹,,"（일찍 자려고 했지만, 이미 시간이 늦었다.）","(I wanted to go to bed early, but now it's late)",,,,,
SAY.Standard.6552.王亚茹,,（그래도 나 늦게까지 공부도 했어.）,(I?m still the one who stay up late studying...),,,,,
SAY.Standard.6551.王亚茹,,（그렇다고 우등생이 된 건 아니지만.）,(Still that don't make me a good student.),,,,,
SAY.Standard.6483.王亚茹,,（오늘 학교에서 받은 문제들이다.）,(All kinds of exercise books from school today.),,,,,
SAY.Standard.6582.王亚茹,,（여기에 시간을 다 쓸 앞날이 깜깜하다.）,"(I can totally tell that I will spend all my time on them,)",,,,,
SAY.Standard.6581.王亚茹,,"（스트레스 하니까, 그 수다쟁이들이 한 얘기가 하나 떠오른다.）","(Speaking of stress, I recall something interesting, from those two chatter boxes)",,,,,
SAY.Standard.6584.李琴,,"있잖아, ","You know,",,,,,
SAY.Standard.6587.李琴,,우리 학교 학생은 다 스트레스를 받고 있잖아.,"The students in our school are all having a bad time,",,,,,
SAY.Standard.6586.李琴,,"특히 3학년은 매월 모의고사를 치고, ","Especially those third grades, they're having mock exam every month,",,,,,
SAY.Standard.6585.李琴,,그것도 모자라 전교 석차를 발표하잖아.,"with ranking published for all the students, like it's not worse enough.",,,,,
SAY.Standard.6588.李琴,,해마다 못 견디고 자살하는 사람들이 있대!,"Each year, there are students can't stand this and commit suicide!",,,,,
SAY.Standard.6484.肖月,,"아, 끔찍하다.",Suicide? For real?,,,,,
SAY.Standard.6589.肖月,,나도 벌써 따라가는 게 벅차.,"I'm feeling hard to catch up already, I admit.",,,,,
SAY.Standard.6590.肖月,,앞으론 더 힘들겠지!,I don't even want to image what will be happened in the future.,,,,,
SAY.Standard.6591.李琴,,"언니네 반에 한 언니가 있는데, ","There is a girl in my sister's class,",,,,,
SAY.Standard.6596.李琴,,입학 성적이 아주 좋았대.,she was quite good when she entered our school.,,,,,
SAY.Standard.6595.李琴,,근데 2학년 때부터 성적이 많이 떨어졌나 봐.,"But in the 2nd grade, she fell behind, she worked as hard as she can,",,,,,
SAY.Standard.6594.李琴,,매일 열심히 공부해도 안 올랐고.,"but still cannot improve her score. So in her 3rd grade, ",,,,,
SAY.Standard.6593.李琴,,결국 대입을 앞두고 손목을 그어 자살했대.,"before the real entrance examination, he cut his wrist and committed suicide.",,,,,
SAY.Standard.6597.肖月,,아! 피를 얼마나 흘렸을까.,Damn! So much blood! I feel dizzy!,,,,,
SAY.Standard.6598.肖月,,듣기만 해도 아파!,My wrist hurt just listening to it.,,,,,
SAY.Standard.6599.李琴,,복도 구석에서 손목을 그어서 처음에 아무도 몰랐대.,"She did it in a corner, so nobody knew in the beginning,",,,,,
SAY.Standard.6600.李琴,,발견했을 때는 피가 거의 다 빠져 있었대!,"Then, when they found her, she was almost out of blood.",,,,,
SAY.Standard.6601.肖月,,으아아…,Alalalalala....,,,,,
SAY.Standard.6602.肖月,,그만 얘기해!,Stop! Stop talking!,,,,,
SAY.Standard.6603.李琴,,"게다가, 가끔씩 그 언니를 보는 사람이 있대!","You know, they say sometimes you can still see her hiding!",,,,,
SAY.Standard.6604.李琴,,그리고 그런 사람에게는 불운한 일이 생긴다지 뭐야!,But the person sees her all have bad luck.,,,,,
SAY.Standard.6608.王亚茹,,（저 둘은 토크쇼 업계로 진출하면 되지 않나.）,"(Maybe they don't have to graduate from here, )",,,,,
SAY.Standard.6609.王亚茹,,（꼭 여기 졸업 안 해도 될 것 같아.）,(they can just leave and open their own talk show business.),,,,,
SAY.Standard.6497.王亚茹,,（작년과 재작년 메달…）,"(Last year, and the year before that...)",,,,,
SAY.Standard.6553.王亚茹,,（올해도 딸 수 있을지 모르겠어!）,(I don?t know if I can get one this year!),,,,,
SAY.Standard.6511.王亚茹,,（점점 더 나빠지네.）,"(It's getting worse,)",,,,,
SAY.Standard.6549.王亚茹,,（불쌍하게도… 나 때문이지?）,"(No...poor plant, is it because of me? The aura thing...)",,,,,
SAY.Standard.6548.王亚茹,,（정말 미안해!）,(Well I'm so sorry!),,,,,
SAY.Standard.6525.王亚茹,,（어제 선생님에게 그 여자애에 대해 말했어.）,(I told the teacher about the girl in the corner yesterday.),,,,,
SAY.Standard.6559.王亚茹,,（내가 거짓말을 한다고 혼내는 거야…）,(She was very angry about me cheating on her..),,,,,
SAY.Standard.6558.王亚茹,,（거기 가서 보지도 않고 말야.）,"(I don't understand, how come she be so sure that I was cheating?)",,,,,
SAY.Standard.6557.王亚茹,,（그러면서 내 말이 거짓말인지 어떻게 알아?）,(She didn't even go there and see for herself. ),,,,,
SAY.Standard.6529.王亚茹,,"（짜증 나, 오늘은 아무것도 하고 싶지 않아.）","(So annoying, I don't want to do anything today,)",,,,,
SAY.Standard.6560.王亚茹,,（일찍 잠이나 자자!）,(Just go to bed early!),,,,,
SETTEXT._CommandCopyBuffer.7530,记事本界面-上一页,앞 페이지,Pre page,,,,,
CHARACTER.王芳,,팡,FANG,王芳,,,,
CHARACTER.孙燕,,얀,YAN,孙燕,,,,
CHARACTER.体育老师,,체육 교사,GYM TEACHER,体育のせんせい,,,,
CHARACTER.女生A,,학생 A,GIRL A,女の子a,,,,
CHARACTER.吴渑,,미안,MIAN,呉渑,,,,
CHARACTER.女生C,,학생 C,GIRL C,女子c,,,,
CHARACTER.女生D,,학생 D,GIRL D,女子d,,,,
CHARACTER.肖月,,웨,YUE,肖月,,,,
CHARACTER.女生B,,학생 B,GIRL B,女性b,,,,
CHARACTER.李琴,,친,QIN,李琴,,,,
CHARACTER.王亚茹,,야루,YARU,亚茹,,,,
CHARACTER.恶鬼,,유령,GHOST,鬼,,,,
